name,priority,descriptions,start,end,sprintId,status,tag,topics,assigneeId,reviewerId,subtasks,complexOfDescription,sprint,projectId,uniId,id
Thiết kế Factory Method cho tạo loại liên hệ,MAJOR,"<p>Hiện thực Factory Method Pattern để tạo các loại liên hệ khác nhau (ví dụ: cá nhân, công ty).</p>",2025-03-16,2025-03-22,sprint5-project5,TODO,PRACTICE,"OOP,C++",21130004,22130001,Thiết kế Creator - Hiện thực Concrete Creator,HIGH,1d95edd7-9ceb-4e2c-af16-35735c0d39e8,66436f4d-8245-433d-a9d2-d0eb03a6a47b,22130001,
Nghiên cứu Abstract Factory Pattern,MAJOR,<p>Tìm hiểu về Abstract Factory Pattern và khả năng áp dụng để tạo các bộ đối tượng liên quan (ví dụ: bộ giao diện cho di động/máy tính).</p>,2025-03-17,2025-03-21,sprint5-project5,TODO,THEORY,OOP,22130001,20130196,Đọc tài liệu - Phân tích ví dụ,MEDIUM,1d95edd7-9ceb-4e2c-af16-35735c0d39e8,66436f4d-8245-433d-a9d2-d0eb03a6a47b,22130001,
Ghi tài liệu Factory Method,MINOR,<p>Viết mô tả cách Factory Method Pattern được sử dụng để tạo đối tượng liên hệ.</p>,2025-03-18,2025-03-22,sprint5-project5,TODO,THEORY,Document,20130196,21130004,Giải thích Pattern - Minh họa code,LOW,1d95edd7-9ceb-4e2c-af16-35735c0d39e8,66436f4d-8245-433d-a9d2-d0eb03a6a47b,22130001,
Hiện thực Decorator Pattern cho thuộc tính liên hệ,MAJOR,"<p>Áp dụng Decorator Pattern để thêm các thuộc tính bổ sung vào liên hệ (ví dụ: ghi chú, ảnh đại diện).</p>",2025-03-23,2025-03-29,sprint6-project5,TODO,PRACTICE,"OOP,C++",21130004,22130001,Thiết kế Component - Hiện thực Decorator,HIGH,4d8b7804-ba53-497d-8f69-3ecbe2ba6c05,66436f4d-8245-433d-a9d2-d0eb03a6a47b,22130001,
Hiện thực Iterator Pattern cho duyệt danh bạ,MAJOR,<p>Sử dụng Iterator Pattern để duyệt qua danh sách các liên hệ trong danh bạ.</p>,2025-03-24,2025-03-28,sprint6-project5,TODO,PRACTICE,"OOP,C++",22130001,20130196,Thiết kế Iterator - Hiện thực Aggregate,HIGH,4d8b7804-ba53-497d-8f69-3ecbe2ba6c05,66436f4d-8245-433d-a9d2-d0eb03a6a47b,22130001,
Ghi tài liệu Decorator và Iterator,MINOR,<p>Tài liệu hóa việc áp dụng Decorator và Iterator Pattern trong dự án.</p>,2025-03-25,2025-03-29,sprint6-project5,TODO,THEORY,Document,20130196,21130004,Mô tả cách dùng - Ví dụ code,LOW,4d8b7804-ba53-497d-8f69-3ecbe2ba6c05,66436f4d-8245-433d-a9d2-d0eb03a6a47b,22130001,
Thiết kế Template Method cho quy trình thêm liên hệ,MAJOR,"<p>Áp dụng Template Method Pattern để định nghĩa quy trình thêm liên hệ với các bước có thể thay đổi (ví dụ: nhập thông tin cơ bản, thêm số điện thoại, thêm email).</p>",2025-03-30,2025-04-05,sprint7-project5,TODO,PRACTICE,"OOP,C++",21130004,22130001,Thiết kế Abstract Class - Hiện thực Concrete Class,HIGH,fca63275-f3b3-4839-b287-a8b7474dd393,66436f4d-8245-433d-a9d2-d0eb03a6a47b,22130001,
Nghiên cứu Visitor Pattern cho xuất dữ liệu,MAJOR,"<p>Tìm hiểu về Visitor Pattern và cách sử dụng nó để xuất dữ liệu danh bạ ra các định dạng khác nhau (ví dụ: CSV, JSON).</p>",2025-03-31,2025-04-04,sprint7-project5,TODO,THEORY,OOP,22130001,20130196,Đọc tài liệu - Phân tích ví dụ,MEDIUM,fca63275-f3b3-4839-b287-a8b7474dd393,66436f4d-8245-433d-a9d2-d0eb03a6a47b,22130001,
Ghi tài liệu Template Method và Visitor,MINOR,<p>Viết tài liệu chi tiết về việc áp dụng Template Method và Visitor Pattern.</p>,2025-04-01,2025-04-05,sprint7-project5,TODO,THEORY,Document,20130196,21130004,Giải thích cách hoạt động - Minh họa,LOW,fca63275-f3b3-4839-b287-a8b7474dd393,66436f4d-8245-433d-a9d2-d0eb03a6a47b,22130001,
Thiết kế cấu trúc MVC cho ứng dụng,MAJOR,<p>Phân tích và thiết kế kiến trúc Model-View-Controller (MVC) cho toàn bộ ứng dụng quản lý danh bạ.</p>,2025-04-06,2025-04-12,sprint8-project5,TODO,PRACTICE,"OOP,C++",21130004,22130001,Xác định Model - Thiết kế View - Lập Controller,HIGH,07743875-1d87-4d81-8c5c-4e909871d8f0,66436f4d-8245-433d-a9d2-d0eb03a6a47b,22130001,
Hiện thực các lớp Model cơ bản,MAJOR,"<p>Viết mã cho các lớp Model như <code>Contact</code>, <code>ContactManager</code> theo mô hình MVC.</p>",2025-04-08,2025-04-15,sprint8-project5,TODO,PRACTICE,C++,22130001,20130196,Code Model Contact - Code Model ContactManager,HIGH,07743875-1d87-4d81-8c5c-4e909871d8f0,66436f4d-8245-433d-a9d2-d0eb03a6a47b,22130001,
Hiện thực View cho danh sách liên hệ,MAJOR,<p>Thiết kế và viết mã cho giao diện hiển thị danh sách liên hệ.</p>,2025-04-10,2025-04-19,sprint8-project5,TODO,PRACTICE,C++,20130196,21130004,Thiết kế Layout - Hiện thực UI,HIGH,07743875-1d87-4d81-8c5c-4e909871d8f0,66436f4d-8245-433d-a9d2-d0eb03a6a47b,22130001,
Tối ưu hóa mã nguồn các mẫu đã dùng,MAJOR,<p>Xem xét lại và tối ưu hóa mã nguồn của các Design Pattern đã áp dụng để cải thiện hiệu suất và khả năng bảo trì.</p>,2025-04-20,2025-04-27,sprint9-project5,TODO,PRACTICE,"OOP,C++",21130004,22130001,Refactor code - Kiểm tra hiệu suất,HIGH,fb4952a3-6fbb-416b-92b3-d13f835e0de6,66436f4d-8245-433d-a9d2-d0eb03a6a47b,22130001,
Kiểm tra tính đúng đắn của các mẫu thiết kế,MAJOR,<p>Thực hiện các bài kiểm tra đơn vị và tích hợp để đảm bảo các Design Pattern hoạt động chính xác.</p>,2025-04-22,2025-05-01,sprint9-project5,TODO,PRACTICE,OOP,22130001,20130196,Unit Test - Integration Test,HIGH,fb4952a3-6fbb-416b-92b3-d13f835e0de6,66436f4d-8245-433d-a9d2-d0eb03a6a47b,22130001,
Cải thiện tài liệu kỹ thuật,MINOR,<p>Cập nhật và bổ sung tài liệu kỹ thuật cho các mẫu thiết kế đã sử dụng.</p>,2025-04-25,2025-05-03,sprint9-project5,TODO,THEORY,Document,20130196,21130004,Viết thêm - Sửa lỗi chính tả,LOW,fb4952a3-6fbb-416b-92b3-d13f835e0de6,66436f4d-8245-433d-a9d2-d0eb03a6a47b,22130001,
Viết báo cáo cuối kỳ,MAJOR,"<p>Tổng hợp toàn bộ tài liệu dự án, bao gồm mô tả kiến trúc, các sơ đồ (Class Diagram, Use Case Diagram) và giải thích các Design Pattern đã áp dụng.</p>",2025-05-04,2025-05-08,sprint10-project5,TODO,THEORY,Document,21130004,22130001,Tổng hợp tài liệu - Viết báo cáo,HIGH,248f987f-a6ca-401f-af4d-776eb16310c2,66436f4d-8245-433d-a9d2-d0eb03a6a47b,22130001,
Chuẩn bị bản demo ứng dụng,MAJOR,<p>Chuẩn bị một bản demo ứng dụng quản lý danh bạ đã hoàn thiện để trình bày.</p>,2025-05-05,2025-05-09,sprint10-project5,TODO,PRACTICE,C++,22130001,20130196,Kiểm thử cuối cùng - Luyện tập trình bày,HIGH,248f987f-a6ca-401f-af4d-776eb16310c2,66436f4d-8245-433d-a9d2-d0eb03a6a47b,22130001,
Kiểm tra lỗi và sửa lỗi,MINOR,<p>Kiểm tra toàn bộ ứng dụng để tìm và sửa các lỗi còn tồn đọng trước khi báo cáo.</p>,2025-05-06,2025-05-10,sprint10-project5,TODO,PRACTICE,C++,20130196,21130004,Test chức năng - Sửa lỗi,MEDIUM,248f987f-a6ca-401f-af4d-776eb16310c2,66436f4d-8245-433d-a9d2-d0eb03a6a47b,22130001,
Chọn đề tài và ngôn ngữ,MAJOR,<p>Lựa chọn đề tài cho phần mềm quản lý sự kiện và ngôn ngữ lập trình (ví dụ: C#).</p>,2025-02-09,2025-02-15,sprint1-project6,DONE,THEORY,"C#,OOP",21130279,21130326,Nghiên cứu đề tài - Lựa chọn ngôn ngữ,MEDIUM,1b19a7f7-7e06-4a7c-a3a0-918eb14670bf,e18c1088-2d20-400c-81bf-6eaca20ede2e,21130279,
Xác định yêu cầu chức năng,MAJOR,"<p>Thu thập và phân tích các yêu cầu về chức năng quản lý thời gian, địa điểm, người tham dự.</p>",2025-02-10,2025-02-14,sprint1-project6,DONE,PRACTICE,Document,21130326,20130237,Thu thập yêu cầu - Phân tích,LOW,1b19a7f7-7e06-4a7c-a3a0-918eb14670bf,e18c1088-2d20-400c-81bf-6eaca20ede2e,21130279,
Lên kế hoạch dự án ban đầu,MINOR,"<p>Xác định phạm vi, mục tiêu và các mốc thời gian chính cho dự án quản lý sự kiện.</p>",2025-02-11,2025-02-15,sprint1-project6,INPROCESS,THEORY,Document,20130237,21130279,Xác định scope - Đặt mục tiêu,LOW,1b19a7f7-7e06-4a7c-a3a0-918eb14670bf,e18c1088-2d20-400c-81bf-6eaca20ede2e,21130279,
Tìm hiểu 4 nguyên tắc OOP,MAJOR,"<p>Nghiên cứu sâu về Tính đóng gói, Kế thừa, Đa hình và Trừu tượng trong ngữ cảnh ứng dụng quản lý sự kiện.</p>",2025-02-16,2025-02-20,sprint2-project6,DONE,THEORY,OOP,21130279,21130326,Đọc tài liệu - Xem ví dụ,MEDIUM,49dd8be6-7191-430b-acae-501c1bee2770,e18c1088-2d20-400c-81bf-6eaca20ede2e,21130279,
Thiết kế Class Diagram cho Sự kiện,MAJOR,"<p>Vẽ Class Diagram cho các lớp <code>Event</code>, <code>Participant</code>, <code>Location</code>.</p>",2025-02-18,2025-02-25,sprint2-project6,INPROCESS,PRACTICE,"OOP,Document",21130326,20130237,Thiết kế lớp Event - Thiết kế lớp Participant,MEDIUM,49dd8be6-7191-430b-acae-501c1bee2770,e18c1088-2d20-400c-81bf-6eaca20ede2e,21130279,
Hiện thực lớp Event và Participant,MAJOR,"<p>Viết mã C# cho lớp <code>Event</code> và <code>Participant</code>, áp dụng các nguyên tắc đóng gói.</p>",2025-02-22,2025-03-01,sprint2-project6,INPROCESS,PRACTICE,C#,20130237,21130279,Code lớp Event - Code lớp Participant,HIGH,49dd8be6-7191-430b-acae-501c1bee2770,e18c1088-2d20-400c-81bf-6eaca20ede2e,21130279,
Áp dụng Strategy Pattern cho sắp xếp sự kiện,MAJOR,"<p>Hiện thực Strategy Pattern để quản lý các phương thức sắp xếp sự kiện khác nhau (ví dụ: theo thời gian, theo địa điểm).</p>",2025-03-02,2025-03-08,sprint3-project6,INPROCESS,PRACTICE,"OOP,C#",21130279,21130326,Thiết kế Interface SortStrategy - Hiện thực Concrete Strategy,HIGH,542b89e4-501f-418c-8e43-890f945e847a,e18c1088-2d20-400c-81bf-6eaca20ede2e,21130279,
Ghi tài liệu về Strategy Pattern,MINOR,<p>Viết báo cáo ngắn gọn về cách áp dụng Strategy Pattern trong dự án quản lý sự kiện.</p>,2025-03-03,2025-03-07,sprint3-project6,TODO,THEORY,Document,21130326,20130237,Mô tả Pattern - Ví dụ minh họa,LOW,542b89e4-501f-418c-8e43-890f945e847a,e18c1088-2d20-400c-81bf-6eaca20ede2e,21130279,
Hiện thực Singleton Pattern cho quản lý sự kiện,MAJOR,<p>Áp dụng Singleton Pattern để đảm bảo chỉ có một thể hiện của lớp <code>EventManager</code>.</p>,2025-03-09,2025-03-15,sprint4-project6,INPROCESS,PRACTICE,"OOP,C#",20130237,21130279,Thiết kế lớp Singleton - Kiểm thử,HIGH,00bf93d6-7893-481b-b3a6-7536a788f22d,e18c1088-2d20-400c-81bf-6eaca20ede2e,21130279,
Hiện thực Observer Pattern cho thông báo sự kiện,MAJOR,<p>Hiện thực Observer Pattern để thông báo cho người tham dự khi có thay đổi về sự kiện.</p>,2025-03-10,2025-03-14,sprint4-project6,TODO,PRACTICE,"OOP,C#",21130279,21130326,Thiết kế Subject - Thiết kế Observer,HIGH,00bf93d6-7893-481b-b3a6-7536a788f22d,e18c1088-2d20-400c-81bf-6eaca20ede2e,21130279,
Ghi tài liệu về Singleton và Observer,MINOR,<p>Viết tài liệu giải thích cách sử dụng Singleton và Observer Pattern trong hệ thống.</p>,2025-03-11,2025-03-15,sprint4-project6,TODO,THEORY,Document,21130326,20130237,Tóm tắt Pattern - Ví dụ áp dụng,LOW,00bf93d6-7893-481b-b3a6-7536a788f22d,e18c1088-2d20-400c-81bf-6eaca20ede2e,21130279,
Thiết kế Factory Method cho tạo loại sự kiện,MAJOR,"<p>Hiện thực Factory Method Pattern để tạo các loại sự kiện khác nhau (ví dụ: họp, sinh nhật, hội thảo).</p>",2025-03-16,2025-03-22,sprint5-project6,TODO,PRACTICE,"OOP,C#",20130237,21130279,Thiết kế Creator - Hiện thực Concrete Creator,HIGH,1d95edd7-9ceb-4e2c-af16-35735c0d39e8,e18c1088-2d20-400c-81bf-6eaca20ede2e,21130279,
Nghiên cứu Abstract Factory Pattern,MAJOR,<p>Tìm hiểu về Abstract Factory Pattern và khả năng áp dụng để tạo các bộ đối tượng liên quan (ví dụ: bộ thông báo cho email/SMS).</p>,2025-03-17,2025-03-21,sprint5-project6,TODO,THEORY,OOP,21130279,21130326,Đọc tài liệu - Phân tích ví dụ,MEDIUM,1d95edd7-9ceb-4e2c-af16-35735c0d39e8,e18c1088-2d20-400c-81bf-6eaca20ede2e,21130279,
Ghi tài liệu Factory Method,MINOR,<p>Viết mô tả cách Factory Method Pattern được sử dụng để tạo đối tượng sự kiện.</p>,2025-03-18,2025-03-22,sprint5-project6,TODO,THEORY,Document,21130326,20130237,Giải thích Pattern - Minh họa code,LOW,1d95edd7-9ceb-4e2c-af16-35735c0d39e8,e18c1088-2d20-400c-81bf-6eaca20ede2e,21130279,
Hiện thực Decorator Pattern cho thuộc tính sự kiện,MAJOR,"<p>Áp dụng Decorator Pattern để thêm các thuộc tính bổ sung vào sự kiện (ví dụ: yêu cầu đặc biệt, tài liệu đính kèm).</p>",2025-03-23,2025-03-29,sprint6-project6,TODO,PRACTICE,"OOP,C#",20130237,21130279,Thiết kế Component - Hiện thực Decorator,HIGH,4d8b7804-ba53-497d-8f69-3ecbe2ba6c05,e18c1088-2d20-400c-81bf-6eaca20ede2e,21130279,
Hiện thực Iterator Pattern cho duyệt sự kiện,MAJOR,<p>Sử dụng Iterator Pattern để duyệt qua danh sách các sự kiện trong lịch.</p>,2025-03-24,2025-03-28,sprint6-project6,TODO,PRACTICE,"OOP,C#",21130279,21130326,Thiết kế Iterator - Hiện thực Aggregate,HIGH,4d8b7804-ba53-497d-8f69-3ecbe2ba6c05,e18c1088-2d20-400c-81bf-6eaca20ede2e,21130279,
Ghi tài liệu Decorator và Iterator,MINOR,<p>Tài liệu hóa việc áp dụng Decorator và Iterator Pattern trong dự án.</p>,2025-03-25,2025-03-29,sprint6-project6,TODO,THEORY,Document,21130326,20130237,Mô tả cách dùng - Ví dụ code,LOW,4d8b7804-ba53-497d-8f69-3ecbe2ba6c05,e18c1088-2d20-400c-81bf-6eaca20ede2e,21130279,
Thiết kế Template Method cho quy trình đăng ký sự kiện,MAJOR,"<p>Áp dụng Template Method Pattern để định nghĩa quy trình đăng ký sự kiện với các bước có thể thay đổi (ví dụ: điền thông tin, xác nhận thanh toán).</p>",2025-03-30,2025-04-05,sprint7-project6,TODO,PRACTICE,"OOP,C#",20130237,21130279,Thiết kế Abstract Class - Hiện thực Concrete Class,HIGH,fca63275-f3b3-4839-b287-a8b7474dd393,e18c1088-2d20-400c-81bf-6eaca20ede2e,21130279,
Nghiên cứu Visitor Pattern cho báo cáo người tham dự,MAJOR,"<p>Tìm hiểu về Visitor Pattern và cách sử dụng nó để tạo các loại báo cáo người tham dự (ví dụ: số lượng, thông tin liên hệ).</p>",2025-03-31,2025-04-04,sprint7-project6,TODO,THEORY,OOP,21130279,21130326,Đọc tài liệu - Phân tích ví dụ,MEDIUM,fca63275-f3b3-4839-b287-a8b7474dd393,e18c1088-2d20-400c-81bf-6eaca20ede2e,21130279,
Ghi tài liệu Template Method và Visitor,MINOR,<p>Viết tài liệu chi tiết về việc áp dụng Template Method và Visitor Pattern.</p>,2025-04-01,2025-04-05,sprint7-project6,TODO,THEORY,Document,21130326,20130237,Giải thích cách hoạt động - Minh họa,LOW,fca63275-f3b3-4839-b287-a8b7474dd393,e18c1088-2d20-400c-81bf-6eaca20ede2e,21130279,
Thiết kế cấu trúc MVC cho ứng dụng,MAJOR,<p>Phân tích và thiết kế kiến trúc Model-View-Controller (MVC) cho toàn bộ ứng dụng quản lý sự kiện.</p>,2025-04-06,2025-04-12,sprint8-project6,TODO,PRACTICE,"OOP,C#",20130237,21130279,Xác định Model - Thiết kế View - Lập Controller,HIGH,07743875-1d87-4d81-8c5c-4e909871d8f0,e18c1088-2d20-400c-81bf-6eaca20ede2e,21130279,
Hiện thực các lớp Model cơ bản,MAJOR,"<p>Viết mã cho các lớp Model như <code>Event</code>, <code>Participant</code>, <code>Schedule</code> theo mô hình MVC.</p>",2025-04-08,2025-04-15,sprint8-project6,TODO,PRACTICE,C#,21130279,21130326,Code Model Event - Code Model Participant,HIGH,07743875-1d87-4d81-8c5c-4e909871d8f0,e18c1088-2d20-400c-81bf-6eaca20ede2e,21130279,
Hiện thực View cho danh sách sự kiện,MAJOR,<p>Thiết kế và viết mã cho giao diện hiển thị danh sách sự kiện.</p>,2025-04-10,2025-04-19,sprint8-project6,TODO,PRACTICE,C#,21130326,20130237,Thiết kế Layout - Hiện thực UI,HIGH,07743875-1d87-4d81-8c5c-4e909871d8f0,e18c1088-2d20-400c-81bf-6eaca20ede2e,21130279,
Tối ưu hóa mã nguồn các mẫu đã dùng,MAJOR,<p>Xem xét lại và tối ưu hóa mã nguồn của các Design Pattern đã áp dụng để cải thiện hiệu suất và khả năng bảo trì.</p>,2025-04-20,2025-04-27,sprint9-project6,TODO,PRACTICE,"OOP,C#",20130237,21130279,Refactor code - Kiểm tra hiệu suất,HIGH,fb4952a3-6fbb-416b-92b3-d13f835e0de6,e18c1088-2d20-400c-81bf-6eaca20ede2e,21130279,
Kiểm tra tính đúng đắn của các mẫu thiết kế,MAJOR,<p>Thực hiện các bài kiểm tra đơn vị và tích hợp để đảm bảo các Design Pattern hoạt động chính xác.</p>,2025-04-22,2025-05-01,sprint9-project6,TODO,PRACTICE,OOP,21130279,21130326,Unit Test - Integration Test,HIGH,fb4952a3-6fbb-416b-92b3-d13f835e0de6,e18c1088-2d20-400c-81bf-6eaca20ede2e,21130279,
Cải thiện tài liệu kỹ thuật,MINOR,<p>Cập nhật và bổ sung tài liệu kỹ thuật cho các mẫu thiết kế đã sử dụng.</p>,2025-04-25,2025-05-03,sprint9-project6,TODO,THEORY,Document,21130326,20130237,Viết thêm - Sửa lỗi chính tả,LOW,fb4952a3-6fbb-416b-92b3-d13f835e0de6,e18c1088-2d20-400c-81bf-6eaca20ede2e,21130279,
Viết báo cáo cuối kỳ,MAJOR,"<p>Tổng hợp toàn bộ tài liệu dự án, bao gồm mô tả kiến trúc, các sơ đồ (Class Diagram, Use Case Diagram) và giải thích các Design Pattern đã áp dụng.</p>",2025-05-04,2025-05-08,sprint10-project6,TODO,THEORY,Document,20130237,21130279,Tổng hợp tài liệu - Viết báo cáo,HIGH,248f987f-a6ca-401f-af4d-776eb16310c2,e18c1088-2d20-400c-81bf-6eaca20ede2e,21130279,
Chuẩn bị bản demo ứng dụng,MAJOR,<p>Chuẩn bị một bản demo ứng dụng quản lý sự kiện đã hoàn thiện để trình bày.</p>,2025-05-05,2025-05-09,sprint10-project6,TODO,PRACTICE,C#,21130279,21130326,Kiểm thử cuối cùng - Luyện tập trình bày,HIGH,248f987f-a6ca-401f-af4d-776eb16310c2,e18c1088-2d20-400c-81bf-6eaca20ede2e,21130279,
Kiểm tra lỗi và sửa lỗi,MINOR,<p>Kiểm tra toàn bộ ứng dụng để tìm và sửa các lỗi còn tồn đọng trước khi báo cáo.</p>,2025-05-06,2025-05-10,sprint10-project6,TODO,PRACTICE,C#,21130326,20130237,Test chức năng - Sửa lỗi,MEDIUM,248f987f-a6ca-401f-af4d-776eb16310c2,e18c1088-2d20-400c-81bf-6eaca20ede2e,21130279,
Chọn đề tài và ngôn ngữ,MAJOR,<p>Lựa chọn đề tài cho game Tetris đơn giản và ngôn ngữ lập trình (ví dụ: Python với Pygame).</p>,2025-02-09,2025-02-15,sprint1-project7,DONE,THEORY,"Python,OOP",21130335,21130304,Nghiên cứu đề tài - Lựa chọn ngôn ngữ,MEDIUM,1b19a7f7-7e06-4a7c-a3a0-918eb14670bf,bdf5e58c-8905-4f18-afb3-d36945768d9f,21130335,
Xác định yêu cầu chức năng,MAJOR,"<p>Thu thập và phân tích các yêu cầu về chức năng điều khiển, tính điểm, kết thúc game.</p>",2025-02-10,2025-02-14,sprint1-project7,DONE,PRACTICE,Document,21130304,21130309,Thu thập yêu cầu - Phân tích,LOW,1b19a7f7-7e06-4a7c-a3a0-918eb14670bf,bdf5e58c-8905-4f18-afb3-d36945768d9f,21130335,
Lên kế hoạch dự án ban đầu,MINOR,"<p>Xác định phạm vi, mục tiêu và các mốc thời gian chính cho dự án game Tetris.</p>",2025-02-11,2025-02-15,sprint1-project7,INPROCESS,THEORY,Document,21130309,21130335,Xác định scope - Đặt mục tiêu,LOW,1b19a7f7-7e06-4a7c-a3a0-918eb14670bf,bdf5e58c-8905-4f18-afb3-d36945768d9f,21130335,
Tìm hiểu 4 nguyên tắc OOP,MAJOR,"<p>Nghiên cứu sâu về Tính đóng gói, Kế thừa, Đa hình và Trừu tượng trong ngữ cảnh phát triển game.</p>",2025-02-16,2025-02-20,sprint2-project7,DONE,THEORY,OOP,21130335,21130304,Đọc tài liệu - Xem ví dụ,MEDIUM,49dd8be6-7191-430b-acae-501c1bee2770,bdf5e58c-8905-4f18-afb3-d36945768d9f,21130335,
Thiết kế Class Diagram cho Game Tetris,MAJOR,"<p>Vẽ Class Diagram cho các lớp <code>Block</code>, <code>Board</code>, <code>GameManager</code>.</p>",2025-02-18,2025-02-25,sprint2-project7,INPROCESS,PRACTICE,"OOP,Document",21130304,21130309,Thiết kế lớp Block - Thiết kế lớp Board,MEDIUM,49dd8be6-7191-430b-acae-501c1bee2770,bdf5e58c-8905-4f18-afb3-d36945768d9f,21130335,
Hiện thực lớp Block và Board,MAJOR,"<p>Viết mã Python cho lớp <code>Block</code> và <code>Board</code>, áp dụng các nguyên tắc đóng gói.</p>",2025-02-22,2025-03-01,sprint2-project7,INPROCESS,PRACTICE,Python,21130309,21130335,Code lớp Block - Code lớp Board,HIGH,49dd8be6-7191-430b-acae-501c1bee2770,bdf5e58c-8905-4f18-afb3-d36945768d9f,21130335,
Áp dụng Strategy Pattern cho tính điểm,MAJOR,"<p>Hiện thực Strategy Pattern để quản lý các phương thức tính điểm khác nhau (ví dụ: theo số hàng, theo combo).</p>",2025-03-02,2025-03-08,sprint3-project7,INPROCESS,PRACTICE,"OOP,Python",21130335,21130304,Thiết kế Interface ScoreStrategy - Hiện thực Concrete Strategy,HIGH,542b89e4-501f-418c-8e43-890f945e847a,bdf5e58c-8905-4f18-afb3-d36945768d9f,21130335,
Ghi tài liệu về Strategy Pattern,MINOR,<p>Viết báo cáo ngắn gọn về cách áp dụng Strategy Pattern trong game Tetris.</p>,2025-03-03,2025-03-07,sprint3-project7,TODO,THEORY,Document,21130304,21130309,Mô tả Pattern - Ví dụ minh họa,LOW,542b89e4-501f-418c-8e43-890f945e847a,bdf5e58c-8905-4f18-afb3-d36945768d9f,21130335,
Hiện thực Singleton Pattern cho quản lý Game,MAJOR,<p>Áp dụng Singleton Pattern để đảm bảo chỉ có một thể hiện của lớp <code>GameManager</code>.</p>,2025-03-09,2025-03-15,sprint4-project7,INPROCESS,PRACTICE,"OOP,Python",21130309,21130335,Thiết kế lớp Singleton - Kiểm thử,HIGH,00bf93d6-7893-481b-b3a6-7536a788f22d,bdf5e58c-8905-4f18-afb3-d36945768d9f,21130335,
Hiện thực Observer Pattern cho cập nhật trạng thái game,MAJOR,"<p>Hiện thực Observer Pattern để thông báo cho giao diện khi trạng thái game thay đổi (ví dụ: khối gạch rơi, hàng đầy).</p>",2025-03-10,2025-03-14,sprint4-project7,TODO,PRACTICE,"OOP,Python",21130335,21130304,Thiết kế Subject - Thiết kế Observer,HIGH,00bf93d6-7893-481b-b3a6-7536a788f22d,bdf5e58c-8905-4f18-afb3-d36945768d9f,21130335,
Ghi tài liệu về Singleton và Observer,MINOR,<p>Viết tài liệu giải thích cách sử dụng Singleton và Observer Pattern trong game.</p>,2025-03-11,2025-03-15,sprint4-project7,TODO,THEORY,Document,21130304,21130309,Tóm tắt Pattern - Ví dụ áp dụng,LOW,00bf93d6-7893-481b-b3a6-7536a788f22d,bdf5e58c-8905-4f18-afb3-d36945768d9f,21130335,
Thiết kế Factory Method cho tạo khối gạch,MAJOR,"<p>Hiện thực Factory Method Pattern để tạo các loại khối gạch Tetris khác nhau (I, J, L, O, S, T, Z).</p>",2025-03-16,2025-03-22,sprint5-project7,TODO,PRACTICE,"OOP,Python",21130309,21130335,Thiết kế Creator - Hiện thực Concrete Creator,HIGH,1d95edd7-9ceb-4e2c-af16-35735c0d39e8,bdf5e58c-8905-4f18-afb3-d36945768d9f,21130335,
Nghiên cứu Abstract Factory Pattern,MAJOR,<p>Tìm hiểu về Abstract Factory Pattern và khả năng áp dụng để tạo các bộ đối tượng liên quan (ví dụ: bộ giao diện cho các cấp độ khác nhau).</p>,2025-03-17,2025-03-21,sprint5-project7,TODO,THEORY,OOP,21130335,21130304,Đọc tài liệu - Phân tích ví dụ,MEDIUM,1d95edd7-9ceb-4e2c-af16-35735c0d39e8,bdf5e58c-8905-4f18-afb3-d36945768d9f,21130335,
Ghi tài liệu Factory Method,MINOR,<p>Viết mô tả cách Factory Method Pattern được sử dụng để tạo đối tượng khối gạch.</p>,2025-03-18,2025-03-22,sprint5-project7,TODO,THEORY,Document,21130304,21130309,Giải thích Pattern - Minh họa code,LOW,1d95edd7-9ceb-4e2c-af16-35735c0d39e8,bdf5e58c-8905-4f18-afb3-d36945768d9f,21130335,
Hiện thực Decorator Pattern cho hiệu ứng game,MAJOR,"<p>Áp dụng Decorator Pattern để thêm các hiệu ứng bổ sung vào khối gạch hoặc bàn chơi (ví dụ: highlight, hiệu ứng nổ).</p>",2025-03-23,2025-03-29,sprint6-project7,TODO,PRACTICE,"OOP,Python",21130309,21130335,Thiết kế Component - Hiện thực Decorator,HIGH,4d8b7804-ba53-497d-8f69-3ecbe2ba6c05,bdf5e58c-8905-4f18-afb3-d36945768d9f,21130335,
Hiện thực Iterator Pattern cho duyệt hàng,MAJOR,<p>Sử dụng Iterator Pattern để duyệt qua các hàng trên bàn chơi để kiểm tra hàng đầy.</p>,2025-03-24,2025-03-28,sprint6-project7,TODO,PRACTICE,"OOP,Python",21130335,21130304,Thiết kế Iterator - Hiện thực Aggregate,HIGH,4d8b7804-ba53-497d-8f69-3ecbe2ba6c05,bdf5e58c-8905-4f18-afb3-d36945768d9f,21130335,
Ghi tài liệu Decorator và Iterator,MINOR,<p>Tài liệu hóa việc áp dụng Decorator và Iterator Pattern trong dự án.</p>,2025-03-25,2025-03-29,sprint6-project7,TODO,THEORY,Document,21130304,21130309,Mô tả cách dùng - Ví dụ code,LOW,4d8b7804-ba53-497d-8f69-3ecbe2ba6c05,bdf5e58c-8905-4f18-afb3-d36945768d9f,21130335,
