name,priority,descriptions,start,end,sprintId,status,tag,topics,assigneeId,reviewerId,subtasks,complexOfDescription,sprint,sprint_map,projectId,project_map,uniId,id
Tìm kiếm và lựa chọn Dataset Khuôn mặt,MAJOR,"<html>Tìm kiếm các bộ dữ liệu khuôn mặt đơn giản (ví dụ: Labeled Faces in the Wild - LFW Subset, AT&T Facedatabase) để huấn luyện.</html>",2025-02-12,2025-02-17,sprint-1-10,DONE,PRACTICE,Research,21130390,21130076,Xác định nguồn dataset - Đánh giá độ phù hợp,MEDIUM,1,ed30f4f9-61ee-499c-b68d-e736c3290b2a,10,24206d35-87b7-4e5c-9c1f-9e633f1698bd,21130371,
Thiết lập môi trường cho xử lý ảnh,MINOR,"<html>Cài đặt Python, OpenCV (cho xử lý ảnh và phát hiện khuôn mặt), Scikit-learn và Matplotlib.</html>",2025-02-09,2025-02-12,sprint-1-10,DONE,PRACTICE,Python,21130076,21130371,Cài đặt OpenCV - Chuẩn bị môi trường,LOW,1,ed30f4f9-61ee-499c-b68d-e736c3290b2a,10,24206d35-87b7-4e5c-9c1f-9e633f1698bd,21130371,
Tiền xử lý và trích xuất đặc trưng khuôn mặt,MAJOR,"<html>Thực hiện các bước tiền xử lý ảnh (resize, grayscale) và trích xuất đặc trưng khuôn mặt (ví dụ: sử dụng HOG features hoặc Haar Cascades để phát hiện).</html>",2025-02-20,2025-02-28,sprint-2-10,INPROCESS,PRACTICE,Python,21130371,21130390,Làm sạch ảnh - Trích xuất đặc trưng,HIGH,2,bc3884ae-e246-4001-857c-b2ddd16ec442,10,24206d35-87b7-4e5c-9c1f-9e633f1698bd,21130371,
Phân tích thống kê và trực quan hóa đặc trưng,MAJOR,"<html>Thực hiện phân tích thống kê mô tả về các đặc trưng khuôn mặt, trực quan hóa để hiểu sự khác biệt giữa các khuôn mặt.</html>",2025-02-25,2025-03-03,sprint-2-10,INPROCESS,PRACTICE,Python,21130390,21130076,Biểu đồ đặc trưng - Phân tích phân bố,MEDIUM,2,bc3884ae-e246-4001-857c-b2ddd16ec442,10,24206d35-87b7-4e5c-9c1f-9e633f1698bd,21130371,
Chia tách dataset và chuẩn bị dữ liệu,MAJOR,<html>Chia dataset thành tập huấn luyện và kiểm tra. Đảm bảo dữ liệu được chuẩn bị sẵn sàng cho các mô hình phân loại.</html>,2025-02-28,2025-03-05,sprint-2-10,INPROCESS,PRACTICE,Python,21130076,21130371,Train/Test split - Chuẩn bị dữ liệu cho mô hình,HIGH,2,bc3884ae-e246-4001-857c-b2ddd16ec442,10,24206d35-87b7-4e5c-9c1f-9e633f1698bd,21130371,
Huấn luyện mô hình SVM cho nhận diện,MAJOR,<html>Tiến hành huấn luyện mô hình Support Vector Machine (SVM) để phân loại các khuôn mặt.</html>,2025-03-07,2025-03-14,sprint-3-10,TODO,PRACTICE,Python,21130371,21130390,Huấn luyện SVM - Tinh chỉnh tham số,MEDIUM,3,746d0e99-8024-4fd8-8851-0ff42317774a,10,24206d35-87b7-4e5c-9c1f-9e633f1698bd,21130371,
Huấn luyện mô hình K-Nearest Neighbors (KNN),MAJOR,<html>Thử nghiệm huấn luyện mô hình K-Nearest Neighbors (KNN) để so sánh hiệu suất với SVM.</html>,2025-03-09,2025-03-16,sprint-3-10,TODO,PRACTICE,Python,21130390,21130076,Huấn luyện KNN - Đánh giá hiệu quả,MEDIUM,3,746d0e99-8024-4fd8-8851-0ff42317774a,10,24206d35-87b7-4e5c-9c1f-9e633f1698bd,21130371,
Đánh giá hiệu suất mô hình nhận diện khuôn mặt,MAJOR,"<html>Đánh giá các mô hình bằng Accuracy, Precision, Recall, F1-score và Confusion Matrix.</html>",2025-03-15,2025-03-20,sprint-3-10,TODO,THEORY,Research,21130076,21130371,Tính toán Accuracy - Vẽ Confusion Matrix,HIGH,3,746d0e99-8024-4fd8-8851-0ff42317774a,10,24206d35-87b7-4e5c-9c1f-9e633f1698bd,21130371,
Xây dựng ứng dụng nhận diện khuôn mặt đơn giản,MAJOR,<html>Phát triển một giao diện đơn giản (ví dụ: sử dụng OpenCV để chụp ảnh từ webcam và nhận diện).</html>,2025-03-22,2025-03-30,sprint-5-10,TODO,PRACTICE,Python,21130371,21130390,Thiết kế giao diện - Tích hợp mô hình,MEDIUM,5,cd36124d-d149-4e1b-a716-63db9678cf63,10,24206d35-87b7-4e5c-9c1f-9e633f1698bd,21130371,
Kiểm thử ứng dụng với các khuôn mặt mới,MAJOR,<html>Kiểm thử ứng dụng với các khuôn mặt mới (của các thành viên trong nhóm) để đánh giá độ chính xác và độ ổn định.</html>,2025-03-28,2025-04-04,sprint-5-10,TODO,PRACTICE,Research,21130390,21130076,Kiểm tra tính năng - Đánh giá độ tin cậy,HIGH,5,cd36124d-d149-4e1b-a716-63db9678cf63,10,24206d35-87b7-4e5c-9c1f-9e633f1698bd,21130371,
Hiệu chỉnh và tối ưu mô hình,MAJOR,"<html>Thực hiện các bước hiệu chỉnh mô hình (ví dụ: điều chỉnh siêu tham số, thử các phương pháp trích xuất đặc trưng khác) để cải thiện độ chính xác.</html>",2025-04-06,2025-04-12,sprint-4-10,TODO,PRACTICE,Python,21130371,21130390,Tinh chỉnh siêu tham số - Thử nghiệm cải tiến,HIGH,4,ed2bc749-adac-4f85-b07d-93f7dce64a41,10,24206d35-87b7-4e5c-9c1f-9e633f1698bd,21130371,
Hoàn thiện báo cáo và mã nguồn dự án,MAJOR,"<html>Tổng hợp toàn bộ quá trình, kết quả, và các bài học kinh nghiệm vào báo cáo. Chuẩn bị mã nguồn sạch sẽ và có tổ chức.</html>",2025-04-10,2025-04-19,sprint-6-10,TODO,PRACTICE,Research,21130390,21130076,Viết phần phân tích kết quả - Sắp xếp repo,MEDIUM,6,9d2d20a1-f820-4c32-9fab-cbc63a86a98d,10,24206d35-87b7-4e5c-9c1f-9e633f1698bd,21130371,
